Q1A,Q2A,Q1B,Q2B,Q3A,Q4A,Q3B,Q4B,Q5A,Q6A,Q5B,Q6B,Q7A,Q8A,Q7B,Q8B,Q9A,Q10A,Q9B,Q10B,Q11A,Q12A,Q11B,Q12B,Q13A,Q14A,Q13B,Q14B,Q15A,Q16A,Q15B,Q16B,Q17A,Q18A,Q17B,Q18B,Q19A,Q20A,Q19B,Q20B,Q21A,Q22A,Q21B,Q22B,Q23A,Q24A,Q23B,Q24B,Q41A,Q42A,Q41B,Q42B,Q43A,Q44A,Q43B,Q44B,Q38,Q25,Q26,Q27,Q28,Q29,Q39,Q40,Q30,Q31,Q32,Q33,Q34,Q35,Q36,Q45,Q46,newsint,cablenews,ideo3,ideo5,votereg,votereg2,pid3,pid7,turnout20post,presvote20post,gender,birthyr,age,age4,race,race4,educ,educ4,marstat,child18,inputstate,region,urbancity,acsownrent,employstat2,faminc,income3,milstat_1,milstat_2,milstat_3,milstat_4,milstat_5,union_hhold_1,union_hhold_2,union_hhold_3,volunteer,pew_religimp,pew_churatd,pew_bornagain,pew_prayer,religpew,rand_ab,starttime,endtime,lastmodified,caseid,weight
2,2,.,.,1,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,1,.,.,2,2,.,.,2,1,.,.,2,2,.,.,2,1,.,.,2,1,.,.,2,2,.,.,1,2,.,.,1,1,.,.,4,1,2,1,4,4,3,1,3,3,2,3,2,26.0,51.0,4,2,2,1,1,2,1,1,2,6,1,2,1,1959.0,61.0,3,3,3,4,2,1,2,36,1,1,2,1,9,2,.,.,1,.,.,.,.,1,2,3,6,2,6,2,1,2021-04-12 13:39:14.375000,2021-04-12 13:50:27.588000,2021-04-12 13:50:27.229000,1421354659.0,1.25460837761042
.,.,2,2,.,.,1,2,.,.,2,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,1,1,1,1,4,3,10,2,3,3,3,3,3,60.0,58.0,3,3,3,3,4,6,2,2,3,4,2,6,2,1996.0,25.0,1,2,2,2,1,5,2,13,3,4,2,2,2,1,.,.,.,.,1,.,.,1,2,2,4,2,1,1,2,2021-04-12 13:44:22.386000,2021-04-12 13:58:52.395000,2021-04-12 13:58:46.993000,1421371507.0,1.69686458860739
.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,4,2,3,3,1,4,2,4,2,3,3,3,3,59.0,48.0,3,3,2,5,4,6,1,1,5,4,1,6,2,1963.0,57.0,3,2,2,2,1,6,2,37,3,1,2,1,3,1,.,.,.,1,1,2,2,1,2,2,6,2,2,12,2,2021-04-12 10:50:13.495000,2021-04-12 18:01:34.282000,2021-04-12 18:01:30.931000,1421212937.0,1.35876462373278
.,.,2,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,5,3,3,2,4,3,6,3,3,3,3,3,3,51.0,56.0,3,3,7,5,4,6,1,1,1,1,1,1,2,1958.0,62.0,3,2,2,2,1,5,2,18,2,1,2,5,1,1,.,.,.,.,1,.,.,1,2,2,7,2,4,11,2,2021-04-12 14:08:29.559000,2021-04-12 14:24:55.403000,2021-04-12 14:24:50.324000,1421396519.0,0.687056824268863
1,1,.,.,2,1,.,.,1,1,.,.,2,1,.,.,1,2,.,.,1,2,.,.,1,1,.,.,1,1,.,.,1,2,.,.,1,2,.,.,2,1,.,.,1,1,.,.,1,2,.,.,1,1,.,.,2,3,3,2,3,1,2,2,3,2,2,2,3,50.0,60.0,2,2,4,5,2,3,1,1,3,4,2,6,2,1990.0,30.0,2,2,2,2,1,5,2,1,3,3,2,2,1,1,.,.,.,.,1,.,.,1,2,2,5,2,4,2,1,2021-04-12 14:15:29.754000,2021-04-12 14:26:17.064000,2021-04-12 14:26:15.920000,1421174473.0,1.65568812852792
1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,5,1,1,2,3,3,5,3,3,3,3,3,3,50.0,50.0,3,3,4,5,2,3,2,2,3,4,2,6,2,1998.0,22.0,1,1,1,2,1,5,1,39,2,2,2,4,2,1,.,.,.,.,1,.,.,1,2,3,6,2,7,11,1,2021-04-12 13:49:42.850000,2021-04-12 14:32:32.120000,2021-04-12 14:32:31.199000,1421375519.0,1.08506074839105
.,.,1,2,.,.,1,1,.,.,2,2,.,.,2,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,5,2,1,2,4,5,5,4,5,2,5,5,3,60.0,52.0,5,4,1,2,3,4,1,1,3,5,1,2,1,1961.0,59.0,3,1,1,2,1,5,2,36,1,2,1,5,1,1,.,.,.,1,.,.,.,1,2,4,6,2,7,9,2,2021-04-12 14:31:52.478000,2021-04-12 14:40:41.346000,2021-04-12 14:40:37.261000,1421407861.0,0.852401076511041
2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,5,3,3,2,4,5,10,1,3,3,3,3,3,7.0,11.0,3,3,2,1,1,1,2,2,1,1,2,6,2,1971.0,50.0,3,1,1,2,1,1,2,13,3,2,1,7,5,1,.,.,.,.,1,.,.,1,2,4,6,2,7,11,1,2021-04-12 14:30:10.285000,2021-04-12 14:44:32.909000,2021-04-12 14:44:27.491000,1421407411.0,0.817212389950378
.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,4,1,1,2,2,4,2,3,3,2,3,3,4,49.0,49.0,5,2,3,5,2,3,2,2,1,2,2,6,2,1977.0,43.0,2,3,3,4,2,1,2,48,3,2,2,7,3,1,2,2,2,2,1,2,2,1,2,2,6,2,2,11,2,2021-04-12 14:30:31.372000,2021-04-12 14:44:52.358000,2021-04-12 14:44:47.927000,1421071217.0,1.75064436838668
.,.,2,1,.,.,2,1,.,.,2,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,1,.,.,1,1,.,.,2,1,.,.,2,2,.,.,1,1,.,.,2,1,.,.,2,1,.,.,1,1,5,3,2,2,4,2,9,3,3,3,3,3,3,63.0,64.0,3,3,3,1,2,3,2,2,5,4,2,6,2,1998.0,22.0,1,1,1,2,1,5,2,54,3,1,1,4,2,1,.,.,.,.,1,.,.,1,2,4,6,2,7,11,2,2021-04-12 14:44:25.939000,2021-04-12 14:47:50.944000,2021-04-12 14:47:48.680000,1421392131.0,1.02055848500713
.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,1,2,2,2,4,5,6,1,5,3,2,5,4,100.0,37.0,5,5,1,5,3,5,1,1,2,7,1,2,1,1968.0,52.0,3,1,1,2,1,1,1,45,3,2,1,1,9,2,2,2,1,2,2,2,2,1,2,1,2,1,1,1,2,2021-04-12 14:36:54.702000,2021-04-12 14:48:19.428000,2021-04-12 14:48:11.559000,1421421167.0,1.01806918811283
1,1,.,.,1,1,.,.,1,2,.,.,1,2,.,.,1,1,.,.,1,1,.,.,1,2,.,.,1,2,.,.,1,2,.,.,2,2,.,.,1,2,.,.,1,2,.,.,2,2,.,.,1,1,.,.,3,2,1,2,4,1,2,3,1,2,1,1,3,76.0,81.0,1,3,2,2,1,2,1,1,3,5,1,6,1,1987.0,33.0,2,2,2,2,1,5,2,4,4,4,1,.,10,3,.,1,.,.,.,.,1,.,1,1,6,1,1,2,1,2021-04-12 14:44:00.170000,2021-04-12 14:48:46.674000,2021-04-12 14:48:42.180000,1421198297.0,2.22165549893993
.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,4,2,2,2,4,5,4,4,5,1,4,4,5,30.0,47.0,3,4,2,5,1,2,2,2,1,2,2,6,1,1981.0,40.0,2,3,3,4,2,5,2,48,3,1,3,6,1,1,.,.,1,1,.,.,.,1,2,4,6,2,6,2,2,2021-04-12 14:40:10.431000,2021-04-12 14:50:23.178000,2021-04-12 14:50:18.590000,1421385075.0,1.84701148294296
1,1,.,.,1,1,.,.,1,1,.,.,2,1,.,.,2,2,.,.,1,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,2,.,.,1,2,.,.,2,2,.,.,5,2,2,1,4,5,5,4,5,2,3,3,5,99.0,66.0,5,5,1,4,3,5,1,1,2,7,1,2,1,1967.0,54.0,3,1,1,2,1,1,2,32,4,1,1,1,8,2,.,.,1,1,.,.,.,1,2,4,6,2,7,11,1,2021-04-12 14:33:31.098000,2021-04-12 14:55:30.597000,2021-04-12 14:55:24.074000,1421410673.0,0.817064820661661
2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,3,3,3,4,3,9,3,3,3,3,3,3,54.0,52.0,3,3,7,5,4,6,2,2,5,4,2,6,2,1992.0,29.0,1,7,4,2,1,1,1,24,3,2,1,4,4,1,.,.,.,.,1,.,.,1,2,2,4,2,5,6,1,2021-04-12 14:50:39.433000,2021-04-12 14:57:16.838000,2021-04-12 14:57:13.191000,1421432615.0,1.38489675304625
.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,2,2,2,2,5,2,4,1,2,2,2,2,2,49.0,61.0,2,2,3,2,4,6,2,2,5,4,2,6,1,1958.0,62.0,3,1,1,1,1,3,2,21,3,1,2,4,3,1,.,.,.,1,.,.,.,1,2,2,5,2,2,1,2,2021-04-12 14:42:56.236000,2021-04-12 15:00:22.196000,2021-04-12 15:00:14.038000,1421385111.0,1.50606693610731
1,1,.,.,2,2,.,.,2,1,.,.,1,1,.,.,2,2,.,.,2,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,5,1,1,2,4,5,4,5,3,3,3,3,3,50.0,51.0,3,3,4,5,4,6,2,2,5,4,2,6,2,1974.0,46.0,3,1,1,2,1,5,2,19,2,1,1,5,1,1,.,.,.,.,1,.,.,1,2,1,1,2,1,1,1,2021-04-12 14:36:20.368000,2021-04-12 15:10:19.562000,2021-04-12 15:10:12.788000,1420743273.0,0.868862588926301
.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,1,.,.,2,2,1,1,1,1,1,5,4,3,3,2,1,2,1,69.0,70.0,2,3,2,2,2,3,2,2,2,7,2,6,1,1966.0,55.0,3,1,1,2,1,1,2,37,3,3,1,1,4,1,.,.,.,.,1,.,.,1,2,4,5,2,7,11,2,2021-04-12 13:11:09.567000,2021-04-12 17:36:27.116000,2021-04-12 17:36:21.759000,1420841659.0,1.50606693610731
1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,2,.,.,2,2,.,.,1,1,.,.,3,2,2,1,4,5,6,3,2,3,3,4,4,51.0,40.0,4,2,1,5,2,3,2,2,1,1,2,6,2,1960.0,60.0,3,1,1,2,1,3,2,6,4,2,2,1,3,1,.,.,.,1,.,1,.,.,2,1,4,2,8,11,1,2021-04-12 12:35:47.905000,2021-04-12 23:00:09.527000,2021-04-12 22:59:53.784000,1421173275.0,1.03934913538562
.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,1,.,.,2,2,.,.,1,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,2,.,.,1,2,4,2,2,2,4,5,3,2,4,4,1,4,2,100.0,32.0,5,2,1,2,3,5,1,1,3,5,1,2,1,1959.0,62.0,3,3,3,3,2,1,2,12,3,3,1,5,1,1,.,.,1,1,.,.,.,1,2,1,2,1,1,1,2,2021-04-12 12:47:22.769000,2021-04-12 15:16:12.083000,2021-04-12 15:15:52.863000,1420203247.0,1.49844734783938
2,2,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,2,.,.,3,2,2,2,1,5,4,4,4,2,3,4,3,50.0,50.0,5,3,4,5,4,6,3,2,5,4,2,6,1,1979.0,42.0,2,1,1,2,1,3,2,17,2,3,2,6,1,1,.,.,1,.,.,.,.,1,2,3,6,2,6,11,1,2021-04-12 15:02:07.338000,2021-04-12 15:18:37.962000,2021-04-12 15:18:36.415000,1421446561.0,1.41879599723171
2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,4,2,2,1,5,5,6,4,5,3,3,4,4,77.0,66.0,5,2,2,5,3,4,1,1,2,6,1,2,1,1971.0,50.0,3,3,3,3,2,1,2,48,3,2,1,1,10,3,2,1,1,2,2,2,2,1,2,1,2,1,1,1,1,2021-04-12 15:00:03.647000,2021-04-12 15:24:14.830000,2021-04-12 15:24:14.509000,1421355059.0,1.49844734783938
.,.,1,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,1,.,.,2,2,4,2,2,2,4,5,5,2,5,1,3,4,4,68.0,68.0,4,4,2,2,3,4,2,2,2,6,2,6,1,1955.0,65.0,4,1,1,1,1,6,2,55,2,1,2,5,4,1,.,.,.,.,1,.,.,1,2,3,6,2,7,1,2,2021-04-12 15:01:54.582000,2021-04-12 15:34:28.778000,2021-04-12 15:34:01.705000,1421355223.0,1.4526081125143
2,1,.,.,1,2,.,.,1,1,.,.,2,2,.,.,1,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,4,3,3,2,5,5,5,3,4,3,3,3,4,55.0,58.0,4,2,3,5,2,3,2,2,3,4,2,6,1,1967.0,53.0,3,1,1,1,1,5,2,5,3,1,1,6,97,4,.,.,.,.,1,.,.,1,2,4,6,2,7,11,1,2021-04-12 15:28:16.126000,2021-04-12 15:40:52.083000,2021-04-12 15:40:47.760000,1421468577.0,1.50606693610731
.,.,2,1,.,.,2,2,.,.,1,2,.,.,1,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,2,.,.,1,2,.,.,1,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,4,1,3,1,3,3,3,2,2,3,3,2,4,23.0,36.0,2,2,4,1,2,3,2,2,3,4,2,6,1,1996.0,24.0,1,7,4,2,1,5,2,36,1,1,1,.,2,1,1,.,.,.,.,.,.,1,2,4,7,2,4,6,2,2021-04-12 15:40:48.022000,2021-04-12 15:43:13.173000,2021-04-12 15:43:10.012000,1421270219.0,1.33205366498816
.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,2,.,.,2,2,1,2,3,2,4,5,4,3,5,5,2,4,4,57.0,6.0,5,2,2,5,4,6,1,1,2,7,1,2,2,1995.0,26.0,1,1,1,2,1,5,2,47,3,1,1,4,97,4,.,.,.,1,.,.,.,1,2,2,6,1,3,12,2,2021-04-12 15:05:01.234000,2021-04-12 15:45:33.151000,2021-04-12 15:45:12.577000,1420358803.0,1.53916394270739
.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,2,.,.,1,1,4,2,2,2,4,5,6,1,3,2,2,2,4,71.0,88.0,4,2,3,5,3,4,2,2,3,4,2,6,1,1988.0,32.0,2,3,3,4,2,1,2,6,4,2,2,1,9,2,.,.,.,.,1,.,.,1,2,1,2,1,2,2,2,2021-04-12 15:40:06.520000,2021-04-12 15:48:01.929000,2021-04-12 15:47:57.239000,1421386733.0,2.34907083085298
2,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,1,.,.,2,1,.,.,2,1,.,.,2,1,.,.,1,1,.,.,2,1,.,.,1,2,.,.,1,1,.,.,1,2,.,.,1,1,.,.,3,2,2,1,5,4,8,2,2,3,3,4,3,8.0,35.0,2,3,7,1,2,3,2,2,3,4,2,6,1,1999.0,21.0,1,7,4,2,1,5,2,36,1,1,1,.,2,1,.,.,.,.,1,.,.,1,2,1,1,2,1,6,1,2021-04-12 15:54:11.036000,2021-04-12 15:57:29.681000,2021-04-12 15:57:26.857000,1421293717.0,1.33205366498816
2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,3,3,3,2,2,5,3,2,3,3,2,2,2,51.0,50.0,4,2,3,5,4,6,3,2,5,4,2,6,2,1955.0,66.0,4,1,1,2,1,1,2,39,2,4,1,5,3,1,.,.,.,1,.,.,.,1,2,2,6,2,1,1,1,2021-04-12 14:30:01.040000,2021-04-12 15:59:03.279000,2021-04-12 15:58:53.150000,1421385103.0,0.991725010671786
.,.,1,2,.,.,1,2,.,.,1,1,.,.,2,1,.,.,1,1,.,.,2,2,.,.,2,1,.,.,2,2,.,.,1,2,.,.,2,1,.,.,1,2,.,.,2,1,.,.,1,2,.,.,2,2,5,2,2,2,4,5,5,4,4,2,2,3,5,75.0,38.0,4,2,1,2,4,6,2,2,3,4,2,6,1,1974.0,46.0,3,1,1,2,1,3,2,27,2,4,2,4,1,1,.,.,1,1,.,.,.,1,2,2,6,2,6,11,2,2021-04-12 16:01:58.215000,2021-04-12 16:21:35.956000,2021-04-12 16:21:32.946000,1421469147.0,1.60125474514888
.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,5,2,2,3,2,4,5,2,5,1,3,5,5,84.0,74.0,5,5,1,2,3,4,1,1,3,5,1,2,2,1957.0,63.0,3,3,3,3,2,6,2,36,1,2,1,4,11,3,.,.,.,.,1,.,1,.,2,2,6,2,7,2,2,2021-04-12 16:05:29.221000,2021-04-12 16:34:59.641000,2021-04-12 16:34:54.657000,1421487395.0,0.864692595278995
2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,5,2,2,2,4,5,5,3,5,5,5,1,5,51.0,50.0,5,1,1,2,2,3,1,1,3,4,1,2,2,1990.0,31.0,2,3,3,4,2,4,2,11,3,1,1,1,8,2,.,.,.,1,.,.,.,1,2,2,4,2,3,2,1,2021-04-12 15:04:53.096000,2021-04-12 16:44:05.919000,2021-04-12 16:44:04.641000,1421293297.0,1.25843082521634
2,1,.,.,2,1,.,.,2,1,.,.,2,2,.,.,2,2,.,.,2,1,.,.,2,1,.,.,1,2,.,.,2,2,.,.,1,2,.,.,2,1,.,.,1,1,.,.,2,1,.,.,2,1,.,.,3,3,2,1,3,1,7,3,2,3,4,4,1,53.0,64.0,2,4,2,2,2,3,2,2,1,1,2,6,1,1983.0,38.0,2,3,3,3,2,2,1,6,4,3,2,.,2,1,1,1,1,.,.,1,.,.,1,1,3,1,3,5,1,2021-04-12 16:46:35.436000,2021-04-12 16:49:04.816000,2021-04-12 16:49:02.269000,1421520475.0,2.34907083085298
.,.,1,1,.,.,1,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,1,.,.,2,2,.,.,1,1,.,.,2,2,3,2,2,2,4,4,5,1,4,2,3,4,4,6.0,83.0,2,2,1,3,1,1,1,1,1,1,2,6,2,1942.0,78.0,4,1,1,2,1,4,2,13,3,4,1,5,6,2,2,2,2,1,2,2,2,1,2,4,6,2,7,10,2,2021-04-12 16:19:34.373000,2021-04-12 16:54:02.565000,2021-04-12 16:53:43.406000,1421448243.0,0.932771161371064
2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,2,.,.,2,2,.,.,1,1,.,.,1,2,.,.,1,1,.,.,2,2,.,.,2,1,.,.,2,1,.,.,2,2,.,.,2,2,.,.,4,3,3,1,1,1,5,4,3,4,2,3,2,46.0,80.0,2,3,2,5,2,3,1,1,3,4,1,1,2,1992.0,28.0,1,1,1,2,1,5,2,12,3,2,1,4,3,1,.,.,.,.,1,.,.,1,2,4,6,2,7,11,1,2021-04-12 16:44:05.052000,2021-04-12 16:59:56.856000,2021-04-12 16:59:52.151000,1421520195.0,0.911223764016528
.,.,1,2,.,.,2,2,.,.,2,2,.,.,1,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,5,2,2,3,4,4,7,1,2,1,2,2,2,67.0,69.0,2,2,2,2,3,4,2,2,1,2,2,6,2,1990.0,31.0,2,2,2,2,1,5,2,34,1,2,2,6,1,1,.,1,.,.,.,.,.,1,2,2,4,2,6,1,2,2021-04-12 16:52:20.119000,2021-04-12 17:05:27.286000,2021-04-12 17:05:22.733000,1421525299.0,1.51978512631919
1,1,.,.,1,1,.,.,1,2,.,.,1,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,2,.,.,1,1,.,.,2,2,.,.,5,3,3,3,1,1,5,3,3,3,3,2,2,82.0,48.0,2,3,3,5,1,1,1,1,1,2,1,1,2,1978.0,42.0,2,7,4,2,1,1,2,17,2,1,1,1,6,2,.,.,.,.,1,.,.,1,2,2,6,2,2,2,1,2021-04-12 17:20:57.167000,2021-04-12 17:24:19.390000,2021-04-12 17:24:16.209000,1421562503.0,1.0205170286347
.,.,2,1,.,.,1,2,.,.,2,1,.,.,2,1,.,.,1,1,.,.,2,1,.,.,2,1,.,.,2,1,.,.,2,1,.,.,2,2,.,.,1,2,.,.,1,1,.,.,2,2,.,.,2,2,3,3,2,2,2,4,4,4,2,4,3,1,2,5.0,88.0,2,3,1,5,2,3,1,1,1,2,1,4,2,1993.0,27.0,1,1,1,2,1,5,2,6,4,4,3,1,3,1,2,2,2,2,1,2,2,1,2,4,6,2,7,9,2,2021-04-12 17:29:58.321000,2021-04-12 17:38:34.123000,2021-04-12 17:38:28.874000,1421354985.0,0.216448901045419
.,.,2,2,.,.,1,2,.,.,1,2,.,.,1,2,.,.,1,1,.,.,2,2,.,.,2,1,.,.,2,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,1,.,.,1,1,4,2,2,1,1,5,4,1,1,5,4,1,1,25.0,93.0,5,1,2,5,1,2,1,1,1,2,1,1,2,1992.0,28.0,1,1,1,2,1,5,2,41,4,2,2,1,10,3,.,.,.,.,1,.,1,.,2,4,6,2,7,11,2,2021-04-12 17:19:40.426000,2021-04-12 17:56:57.786000,2021-04-12 17:56:57.084000,1421557731.0,0.988510581389616
.,.,2,1,.,.,2,2,.,.,2,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,1,.,.,1,2,.,.,1,2,.,.,2,1,.,.,1,2,.,.,2,1,.,.,2,2,.,.,2,2,3,3,3,2,4,4,4,3,2,3,2,3,3,52.0,32.0,3,2,3,1,2,3,3,2,2,6,2,6,2,2002.0,18.0,1,7,4,2,1,5,2,42,1,2,1,.,97,4,.,.,.,.,1,.,1,.,2,3,6,2,7,12,2,2021-04-12 16:02:15.392000,2021-04-14 03:02:36.966000,2021-04-14 03:02:36.188000,1420294197.0,1.27122098087323
2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,1,.,.,2,2,.,.,5,2,1,2,1,4,5,2,1,1,1,1,3,99.0,70.0,1,3,1,1,1,1,1,1,1,1,2,6,2,1964.0,56.0,3,2,2,2,1,3,1,22,3,2,2,8,3,1,.,.,.,.,1,.,.,1,2,1,3,1,1,1,1,2021-04-12 17:35:22.542000,2021-04-12 18:27:33.177000,2021-04-12 18:27:32.192000,1421570007.0,1.35876462373278
.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,2,.,.,2,2,4,2,1,2,4,1,6,2,3,4,3,3,2,59.0,49.0,3,2,3,5,2,3,1,1,3,4,1,1,2,1957.0,63.0,3,2,2,2,1,1,2,51,3,2,2,7,97,4,.,1,.,1,.,1,.,.,2,1,7,2,1,12,2,2021-04-12 17:49:47.906000,2021-04-12 18:46:02.859000,2021-04-12 18:45:57.389000,1421584865.0,0.634027817804367
.,.,2,1,.,.,2,2,.,.,2,2,.,.,1,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,2,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,1,.,.,2,2,.,.,2,2,3,3,1,1,5,5,2,1,4,1,3,2,3,56.0,50.0,3,2,3,3,2,3,1,1,1,2,1,2,1,1990.0,30.0,2,3,3,3,2,2,1,38,2,3,2,.,9,2,2,1,2,2,2,2,1,2,1,2,3,1,3,5,2,2021-04-12 18:44:53.599000,2021-04-12 18:48:43.126000,2021-04-12 18:48:42.996000,1421634463.0,1.55461333935088
1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,4,2,2,2,4,5,7,1,4,3,3,3,3,26.0,80.0,2,2,2,5,1,2,1,1,1,1,1,1,2,1976.0,44.0,2,3,3,3,2,3,2,48,3,2,1,1,11,3,2,2,1,2,2,2,2,1,1,4,6,2,7,11,1,2021-04-12 18:40:19.788000,2021-04-12 18:52:19.129000,2021-04-12 18:52:17.769000,1421621393.0,0.700975800593793
