Q1A,Q2A,Q1B,Q2B,Q3A,Q4A,Q3B,Q4B,Q5A,Q6A,Q5B,Q6B,Q7A,Q8A,Q7B,Q8B,Q9A,Q10A,Q9B,Q10B,Q11A,Q12A,Q11B,Q12B,Q13A,Q14A,Q13B,Q14B,Q15A,Q16A,Q15B,Q16B,Q17A,Q18A,Q17B,Q18B,Q19A,Q20A,Q19B,Q20B,Q21A,Q22A,Q21B,Q22B,Q23A,Q24A,Q23B,Q24B,Q25A,Q26A,Q25B,Q26B,Q27A,Q28A,Q27B,Q28B,Q29A,Q30A,Q29B,Q30B,Q31A,Q32A,Q31B,Q32B,Q33A,Q34A,Q33B,Q34B,Q35,Q36,Q37_1,Q37_2,Q37_3,Q37_4,pid3_pipe,Q38,Q39,Q40,Q41,Q42,Q43,Q44,Q45,Q46,Q47,Q48_1,Q48_2,Q48_3,Q48_4,Q48_5,Q49,Q50,Q51,Q52,pid3,pid7,newsint,cablenews,cablenews_t,votereg,turnout22post,housevote22post,votemethod22,turnout20,ideo5,gender,birthyr,country_of_birth,age,age4,race,race4,hispanic,speakspanish,educ,educ4,pew_religimp,pew_churatd,pew_bornagain,pew_prayer,religpew,marstat,child18,ownrent,socialclass,faminc,income3,inputstate,region,urbancity,milstat_1,milstat_2,milstat_3,milstat_4,milstat_5,union_hhold_1,union_hhold_2,union_hhold_3,sexuality,student2,job,employstat2,employstat2_t,pid7_baseline,pid3_baseline,presvote20post,ideo3,starttime,endtime,rand_ab,weight
2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,1,3,1,3,2,5,1,2,2,2,4,5,6,1,1,5,5,5,5,1,100.0,80.0,5,5,2,7,1,5,__NA__,1,1,2,1,1,2,1,1954.0,840,69.0,4,1,1,2,.,5,3,1,2,1,8,1,4,2,2,3,3,1,40,3,2,2,2,2,1,2,2,2,1,1,3,.,5,__NA__,3,2,2,1,2024-03-21 17:55:07.231000,2024-03-21 18:46:56.253000,1,0.8543510923320367
1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,1,1,1,2,1,1,1,2,2,2,4,2,6,2,4,2,2,4,2,4,50.0,80.0,3,1,3,3,1,3,__NA__,1,1,1,2,1,3,2,1941.0,840,82.0,4,1,1,2,.,5,3,2,5,2,1,1,4,2,1,3,5,1,10,3,4,2,2,2,2,1,2,2,1,.,3,.,5,__NA__,5,3,5,2,2024-03-21 18:24:32.022000,2024-03-21 18:47:13.897000,1,0.4100764962029307
2,2,.,.,2,2,.,.,2,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,2,.,.,2,2,.,.,2,1,.,.,2,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,5,2,3,1,3,2,2,2,2,2,2,4,2,6,2,3,4,4,5,4,2,57.0,74.0,3,2,2,6,2,5,__NA__,1,1,2,1,1,4,2,1984.0,840,39.0,2,1,1,2,4,4,2,4,6,2,6,2,1,2,1,3,8,2,17,2,2,2,2,2,2,1,2,2,1,.,3,.,1,__NA__,4,2,2,3,2024-03-21 18:31:06.732000,2024-03-21 18:47:46.671000,1,0.9480227963554031
1,2,.,.,1,2,.,.,1,2,.,.,1,1,.,.,2,1,.,.,1,1,.,.,2,2,.,.,1,2,.,.,1,2,.,.,1,1,.,.,1,2,.,.,2,1,.,.,2,2,.,.,2,1,.,.,1,2,.,.,1,2,.,.,1,2,.,.,1,2,2,2,1,2,2,3,1,2,2,2,4,2,4,2,4,3,2,3,1,4,86.0,44.0,5,4,2,7,4,5,__NA__,1,1,2,2,1,4,2,1952.0,840,71.0,4,1,1,2,4,2,1,2,4,2,6,2,1,2,1,4,2,1,36,1,2,2,1,2,1,2,2,2,1,.,3,.,5,__NA__,3,2,2,3,2024-03-21 18:32:33.885000,2024-03-21 18:48:51.282000,1,0.7780249421800257
1,1,.,.,2,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,1,.,.,2,2,.,.,2,1,.,.,2,2,.,.,1,2,.,.,2,2,.,.,2,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,5,5,1,3,1,3,1,3,2,2,2,2,4,2,6,1,4,3,3,3,3,4,30.0,70.0,2,3,1,1,1,5,__NA__,1,1,1,1,1,2,2,1972.0,840,51.0,3,1,1,2,4,5,3,3,5,2,6,11,6,2,1,3,97,4,12,3,2,2,2,2,2,1,2,2,1,.,3,.,3,__NA__,1,1,5,1,2024-03-21 18:33:35.591000,2024-03-21 18:49:02.307000,1,0.4207812019200438
1,1,.,.,2,2,.,.,2,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,2,.,.,1,2,.,.,2,2,.,.,2,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,1,3,1,3,1,3,2,2,2,2,4,2,6,1,5,2,1,4,1,3,29.0,80.0,4,1,1,1,1,5,__NA__,1,1,1,3,1,2,2,1946.0,840,77.0,4,2,2,2,4,5,3,2,5,2,2,2,3,2,1,3,7,2,42,1,4,2,2,2,1,2,2,2,1,.,3,.,5,__NA__,1,1,5,1,2024-03-21 18:19:57.689000,2024-03-21 18:49:12.898000,1,1.190538047841186
.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,1,.,.,1,1,.,.,2,1,.,.,1,1,.,.,2,2,.,.,2,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,1,.,.,2,2,.,.,2,2,.,.,1,1,3,3,2,2,1,2,2,3,1,2,3,2,4,4,5,3,4,5,4,5,3,3,81.0,57.0,5,1,3,5,1,5,__NA__,1,1,2,2,1,4,2,1956.0,840,67.0,4,1,1,2,4,5,3,2,4,2,1,2,5,2,2,4,1,1,4,4,1,2,2,2,1,2,2,2,1,.,3,.,5,__NA__,6,3,2,3,2024-03-21 18:32:20.552000,2024-03-21 18:50:00,2,0.8672204707989295
2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,2,.,.,1,1,.,.,2,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,3,2,2,1,2,2,5,1,2,2,2,4,2,5,4,1,5,5,5,5,2,70.0,60.0,5,2,3,5,1,5,__NA__,1,1,2,4,1,4,1,1961.0,604,62.0,3,3,3,1,4,6,4,4,6,2,7,10,1,2,1,2,8,2,12,3,2,2,2,2,2,1,2,2,1,.,3,.,5,__NA__,6,3,2,3,2024-03-21 18:31:20.355000,2024-03-21 18:50:00.068000,1,0.6268046921534297
1,1,.,.,1,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,2,.,.,2,2,.,.,2,1,.,.,2,2,.,.,1,2,.,.,2,1,.,.,5,5,2,5,2,5,1,4,2,2,2,2,4,2,7,3,4,3,1,4,1,5,10.0,70.0,4,2,1,2,2,5,__NA__,1,1,1,2,2,1,2,2003.0,840,20.0,1,1,1,2,4,3,2,2,3,2,8,1,5,2,2,2,97,4,39,2,2,2,2,2,2,1,2,2,1,.,1,1,.,__NA__,2,1,1,1,2024-03-21 18:33:50.137000,2024-03-21 18:50:03.909000,1,0.3566132568570231
.,.,2,2,.,.,1,2,.,.,2,1,.,.,1,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,2,.,.,1,2,.,.,2,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,5,5,1,2,1,3,1,3,2,2,2,2,2,2,6,2,5,1,1,2,1,4,20.0,90.0,1,1,1,1,1,1,__NA__,1,1,1,1,1,2,2,1972.0,840,51.0,3,2,2,2,4,3,2,4,6,2,7,11,5,2,2,5,2,1,22,3,1,2,2,2,1,2,2,2,1,.,3,.,6,__NA__,1,1,5,1,2024-03-21 17:05:51.835000,2024-03-21 18:50:11.925000,2,0.3696062774935102
.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,1,1,1,2,1,2,1,2,1,2,2,2,4,2,6,1,2,2,2,2,2,1,10.0,15.0,2,2,1,1,2,1,__NA__,1,1,1,2,1,2,2,1983.0,840,40.0,2,1,1,2,4,6,4,2,2,2,2,2,1,1,1,2,11,3,31,2,2,2,2,2,2,1,2,2,1,.,3,.,1,__NA__,1,1,5,1,2024-03-21 18:30:43.268000,2024-03-21 18:51:01.375000,2,0.7294234678366456
1,2,.,.,1,1,.,.,2,1,.,.,1,1,.,.,2,1,.,.,1,2,.,.,2,1,.,.,1,1,.,.,1,1,.,.,1,2,.,.,1,1,.,.,1,2,.,.,2,1,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,1,.,.,1,1,1,2,4,3,1,1,2,1,3,3,1,4,9,1,4,4,4,2,1,4,2.0,2.0,1,1,3,3,2,1,__NA__,1,1,1,3,1,6,2,1961.0,840,63.0,3,5,4,2,4,3,2,4,6,2,7,12,4,2,2,5,2,1,30,4,1,2,2,2,2,1,2,2,1,.,3,.,6,__NA__,5,3,5,4,2024-03-21 18:35:01.682000,2024-03-21 18:52:38.453000,1,0.3601469849610706
1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,3,3,1,1,2,3,1,3,3,2,2,2,4,4,7,3,3,3,3,3,3,3,42.0,61.0,3,2,1,2,4,5,__NA__,1,2,6,.,1,2,2,1960.0,840,63.0,3,1,1,2,4,6,4,4,6,2,7,10,1,2,1,2,97,4,6,4,4,2,2,2,2,1,2,2,1,.,3,.,5,__NA__,2,1,5,1,2024-03-21 18:32:03.180000,2024-03-21 18:53:06.928000,1,1.789624725179772
1,1,.,.,2,2,.,.,2,1,.,.,1,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,5,5,1,2,1,4,1,5,5,2,1,2,4,2,4,2,3,3,2,2,2,4,10.0,88.0,5,1,1,1,4,5,__NA__,1,1,1,1,1,2,2,1947.0,840,76.0,4,2,2,2,4,1,1,2,2,2,1,1,1,2,1,4,3,1,45,3,3,2,2,2,2,1,2,2,1,.,3,.,5,__NA__,1,1,5,1,2024-03-21 18:35:07.692000,2024-03-21 18:54:43.597000,1,0.512262823756468
.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,2,.,.,1,1,.,.,1,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,1,1,1,1,1,3,2,3,2,2,2,2,4,2,6,3,2,5,5,5,5,2,78.0,61.0,5,5,2,7,1,2,__NA__,1,1,2,1,1,4,2,1951.0,840,72.0,4,1,1,2,4,5,3,1,2,1,1,2,1,2,1,3,97,4,6,4,2,2,2,2,1,2,2,2,1,.,3,.,1,__NA__,3,2,2,3,2024-03-21 18:23:46.095000,2024-03-21 18:55:20.294000,2,1.228674442746815
.,.,1,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,2,.,.,2,2,1,1,3,1,1,3,2,5,5,2,2,2,4,2,6,4,1,5,5,5,4,1,61.0,57.0,5,5,4,5,1,2,__NA__,1,1,2,4,1,4,1,1941.0,840,83.0,4,1,1,2,4,6,4,1,5,2,2,11,1,2,1,2,10,3,8,4,2,2,2,1,2,2,2,2,1,.,3,.,5,__NA__,6,4,2,3,2024-03-21 16:50:22.974000,2024-03-21 18:56:05.186000,2,0.6839615343708343
1,1,.,.,2,2,.,.,2,2,.,.,1,2,.,.,2,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,2,.,.,2,2,.,.,1,1,2,2,1,4,1,1,1,2,2,2,4,2,6,1,5,3,3,3,1,4,45.0,75.0,2,2,3,3,1,3,__NA__,1,1,1,2,1,3,1,1964.0,840,59.0,3,2,2,2,.,5,3,3,5,2,1,11,1,2,1,3,12,3,24,3,1,2,2,1,1,2,1,2,2,1,3,.,8,Retired and self employed,5,3,5,2,2024-03-21 18:20:25.278000,2024-03-21 18:56:14.981000,1,0.8577102779612897
.,.,1,1,.,.,2,2,.,.,2,1,.,.,1,2,.,.,2,2,.,.,1,2,.,.,2,2,.,.,2,2,.,.,2,1,.,.,2,1,.,.,1,2,.,.,1,2,.,.,2,1,.,.,2,1,.,.,2,2,.,.,1,2,.,.,2,2,5,3,1,3,2,3,1,3,2,2,2,2,4,2,6,2,4,2,3,3,2,4,21.0,88.0,3,1,1,1,3,5,__NA__,1,1,1,1,2,6,2,1953.0,840,71.0,4,1,1,2,4,2,1,2,4,1,3,1,3,2,2,5,2,1,48,3,2,2,2,2,1,2,2,2,1,.,3,.,5,__NA__,1,1,1,4,2024-03-21 18:33:24.189000,2024-03-21 18:56:31.514000,2,0.2267506346517658
1,2,.,.,1,2,.,.,2,1,.,.,1,2,.,.,2,1,.,.,2,1,.,.,2,1,.,.,2,2,.,.,2,1,.,.,2,1,.,.,1,2,.,.,1,2,.,.,2,2,.,.,2,1,.,.,2,1,.,.,1,1,.,.,2,2,.,.,1,1,1,2,1,2,1,3,3,2,2,2,4,4,7,1,5,1,1,1,1,5,0.0,100.0,1,1,1,1,1,1,__NA__,1,1,1,3,1,1,2,1984.0,840,40.0,2,1,1,2,4,6,4,4,6,2,7,10,5,2,2,2,5,1,13,3,5,2,2,2,2,1,2,2,1,.,2,1,.,__NA__,1,1,5,1,2024-03-21 18:46:17.494000,2024-03-21 18:56:37.016000,1,0.6994233233154145
.,.,1,2,.,.,2,1,.,.,2,2,.,.,1,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,1,.,.,2,1,.,.,1,2,.,.,2,2,.,.,2,2,.,.,2,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,1,1,1,4,1,1,1,3,2,2,1,2,4,2,6,1,5,5,4,4,2,4,44.0,77.0,5,1,1,1,1,1,__NA__,1,1,1,1,1,3,2,1979.0,840,44.0,2,2,2,2,.,5,3,2,5,1,3,12,3,1,1,3,10,3,48,3,2,2,2,2,1,2,2,2,1,1,3,.,1,__NA__,1,1,5,2,2024-03-21 18:20:39.570000,2024-03-21 18:57:09.839000,2,1.167489776256468
.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,2,2,2,2,2,2,1,2,1,1,3,1,4,3,8,2,2,2,2,2,2,2,82.0,86.0,2,2,1,1,2,2,__NA__,1,1,1,2,1,4,2,1995.0,840,28.0,1,1,1,2,4,6,4,1,3,1,3,11,1,1,1,2,10,3,36,1,1,2,1,2,2,2,2,1,2,.,3,.,1,__NA__,1,1,5,3,2024-03-21 18:47:45.113000,2024-03-21 18:57:09.819000,2,0.9963626095495712
.,.,1,2,.,.,2,2,.,.,2,1,.,.,1,2,.,.,2,2,.,.,2,1,.,.,2,1,.,.,2,1,.,.,2,1,.,.,1,2,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,1,.,.,1,2,.,.,1,2,.,.,2,1,2,2,1,3,1,3,1,3,2,2,2,2,4,5,6,2,5,1,1,2,1,5,50.0,79.0,3,1,3,3,1,5,__NA__,1,1,1,2,1,3,2,1951.0,840,73.0,4,1,1,2,4,6,4,4,6,2,7,9,1,2,1,3,97,4,39,2,4,2,2,2,1,2,2,2,1,.,3,.,5,__NA__,5,3,3,2,2024-03-21 18:33:43.722000,2024-03-21 18:57:46.262000,2,0.3301030451952713
1,2,.,.,2,2,.,.,2,1,.,.,1,2,.,.,1,2,.,.,2,2,.,.,2,1,.,.,2,2,.,.,2,1,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,1,5,1,5,1,3,1,2,2,2,4,2,5,1,5,3,3,5,1,5,10.0,99.0,1,1,1,1,1,5,__NA__,1,1,1,1,1,2,2,1956.0,840,68.0,4,2,2,2,4,6,4,4,5,1,8,1,3,2,1,3,9,2,35,4,1,2,2,2,2,1,2,2,1,.,3,.,1,__NA__,1,1,5,1,2024-03-21 18:30:52.730000,2024-03-21 18:57:52.975000,1,0.7382325397684514
.,.,1,2,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,1,.,.,2,1,.,.,2,2,.,.,2,1,.,.,2,2,.,.,1,2,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,1,.,.,2,1,2,5,4,3,1,4,1,1,1,2,2,2,4,2,6,2,4,4,3,5,1,4,60.0,85.0,1,1,3,3,1,4,BBC,1,2,6,.,1,3,1,1991.0,840,33.0,2,6,4,2,.,5,3,2,4,2,3,2,5,1,1,3,6,2,6,4,2,2,1,2,1,2,2,2,1,.,3,.,1,__NA__,5,3,5,2,2024-03-21 18:46:33.464000,2024-03-21 18:57:57.934000,2,2.458684579622369
.,.,1,2,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,2,.,.,1,2,.,.,1,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,2,.,.,1,1,4,4,2,3,2,3,2,3,3,1,2,2,4,2,4,2,2,4,4,5,2,2,65.0,48.0,2,2,2,7,1,2,__NA__,1,1,2,2,1,4,2,1983.0,840,40.0,2,1,1,2,.,6,4,1,3,2,2,1,1,1,1,3,13,3,26,2,2,2,2,2,2,1,2,2,1,1,3,.,7,__NA__,3,2,2,3,2024-03-21 18:32:45.151000,2024-03-21 18:58:08.033000,2,1.920904387821582
.,.,2,2,.,.,2,2,.,.,2,1,.,.,1,2,.,.,2,2,.,.,1,1,.,.,2,1,.,.,2,1,.,.,2,1,.,.,2,2,.,.,2,2,.,.,1,2,.,.,2,2,.,.,2,1,.,.,2,2,.,.,1,2,.,.,2,2,3,3,1,1,1,1,1,2,2,2,2,2,1,4,6,2,4,1,3,3,3,4,0.0,75.0,3,3,1,1,2,5,__NA__,1,2,6,.,1,1,2,1992.0,840,31.0,2,1,1,2,4,5,3,4,6,2,2,10,6,2,2,4,10,3,32,4,1,2,2,2,2,1,2,2,1,.,3,.,1,__NA__,1,1,5,1,2024-03-21 18:45:11.913000,2024-03-21 18:58:15.535000,2,2.31359089313956
1,2,.,.,2,1,.,.,2,1,.,.,1,2,.,.,2,1,.,.,2,1,.,.,2,1,.,.,2,1,.,.,2,1,.,.,2,1,.,.,1,2,.,.,1,2,.,.,2,1,.,.,2,1,.,.,1,2,.,.,1,2,.,.,2,1,.,.,5,5,2,5,1,5,.,.,2,2,1,2,4,2,5,1,5,1,1,1,1,5,2.0,84.0,1,1,5,4,1,5,__NA__,1,1,1,1,1,1,2,1965.0,840,58.0,3,1,1,2,4,2,1,4,6,2,6,11,5,2,2,4,97,4,17,2,1,2,2,2,2,1,2,2,1,.,3,.,3,__NA__,2,1,5,1,2024-03-21 18:24:06.816000,2024-03-21 18:58:41.456000,1,0.4823055294362267
.,.,1,1,.,.,2,2,.,.,2,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,2,2,1,1,1,1,1,2,2,2,2,2,4,2,6,3,1,2,4,4,3,1,74.0,60.0,4,2,1,1,2,4,NBC<CBS<ABC,1,1,1,1,1,4,2,1939.0,840,84.0,4,1,1,2,4,2,1,3,6,2,6,2,4,2,1,3,2,1,48,3,1,2,2,2,1,2,2,2,1,.,3,.,5,__NA__,1,1,5,3,2024-03-21 17:39:58.750000,2024-03-21 18:59:15.582000,2,0.4687560751404902
2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,2,.,.,1,2,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,2,.,.,1,1,.,.,1,1,.,.,1,1,1,1,2,3,2,3,3,1,2,1,4,2,6,1,3,3,1,3,3,1,59.0,96.0,1,5,5,5,3,2,__NA__,2,2,6,.,2,4,2,1989.0,840,34.0,2,1,1,2,4,2,1,4,6,2,7,11,5,1,3,3,8,2,36,1,2,2,2,2,2,1,2,2,1,1,3,.,7,__NA__,6,5,1,3,2024-03-21 18:41:57.132000,2024-03-21 18:59:51.927000,1,1.415886042887452
.,.,1,1,.,.,1,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,5,5,2,3,1,4,1,2,1,2,2,2,2,4,5,2,3,2,2,2,2,3,40.0,77.0,3,2,3,3,4,5,__NA__,1,2,6,.,2,3,1,1969.0,840,55.0,3,1,1,2,4,5,3,4,6,2,7,9,1,2,1,3,13,3,6,4,3,2,2,2,2,1,2,1,2,.,3,.,1,__NA__,5,3,1,2,2024-03-21 18:47:25.474000,2024-03-21 18:59:59.107000,2,1.869660252116402
.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,1,.,.,2,1,.,.,2,2,2,2,1,2,1,2,2,3,2,2,2,1,4,2,6,4,2,4,5,5,3,2,70.0,60.0,5,3,2,6,2,2,__NA__,1,1,2,2,1,4,2,1964.0,840,59.0,3,1,1,2,4,2,1,2,6,2,7,11,1,2,2,5,4,1,36,1,2,2,2,2,2,1,2,2,1,.,3,.,6,__NA__,4,2,2,3,2024-03-21 18:47:20.996000,2024-03-21 19:00:11.538000,2,0.4313841872760639
1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,3,2,1,5,1,5,1,3,2,2,1,2,4,2,6,3,4,3,3,4,1,4,40.0,80.0,1,1,1,1,1,1,__NA__,1,1,1,4,1,3,1,1963.0,840,60.0,3,6,4,2,4,5,3,2,4,2,8,1,1,2,1,2,97,4,6,4,1,2,2,2,1,2,2,2,1,.,3,.,1,__NA__,1,1,5,2,2024-03-21 18:49:14.463000,2024-03-21 19:00:38.458000,1,0.6615950561090453
.,.,2,2,.,.,1,1,.,.,1,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,1,1,1,5,1,5,2,5,2,2,2,2,4,2,6,1,2,5,4,5,3,2,81.0,51.0,5,2,2,7,1,2,__NA__,1,2,6,2,1,4,1,1966.0,840,57.0,3,1,1,2,4,5,3,2,5,2,2,12,1,1,1,3,10,3,12,3,2,2,2,2,1,2,2,2,1,.,3,.,1,__NA__,3,2,2,3,2024-03-21 18:47:11.781000,2024-03-21 19:00:53.093000,2,2.224267821722668
.,.,2,2,.,.,1,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,2,.,.,1,1,2,3,3,5,1,5,2,3,2,2,2,2,4,2,6,5,2,5,5,5,3,3,77.0,60.0,5,5,2,7,1,2,__NA__,1,1,2,3,1,4,1,1975.0,840,48.0,3,1,1,2,4,2,1,4,6,2,7,9,3,2,1,2,97,4,12,3,2,2,2,2,1,2,2,2,1,.,3,.,1,__NA__,3,2,2,3,2024-03-21 18:32:50.428000,2024-03-21 19:01:05.387000,2,1.030726483025289
1,1,.,.,2,2,.,.,2,1,.,.,2,2,.,.,2,1,.,.,1,1,.,.,2,1,.,.,1,1,.,.,1,1,.,.,1,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,3,1,5,1,3,2,4,2,2,2,2,4,2,6,1,4,5,5,5,2,3,60.0,89.0,3,2,2,6,2,5,__NA__,1,1,2,1,1,3,2,1958.0,840,65.0,4,2,2,2,4,5,3,1,5,1,1,1,1,2,1,3,12,3,17,2,1,2,2,2,1,2,2,2,1,.,3,.,5,__NA__,4,2,2,2,2024-03-21 18:39:41.329000,2024-03-21 19:01:11.214000,1,2.105048397768277
.,.,2,2,.,.,2,1,.,.,2,1,.,.,2,2,.,.,2,2,.,.,2,1,.,.,2,2,.,.,2,1,.,.,2,1,.,.,2,1,.,.,2,2,.,.,1,2,.,.,2,2,.,.,2,1,.,.,2,1,.,.,2,2,.,.,2,2,1,1,1,2,1,2,1,1,1,2,2,2,4,2,5,2,5,5,4,5,1,5,30.0,91.0,5,3,1,1,1,3,__NA__,1,1,1,3,1,2,1,1961.0,840,62.0,3,2,2,2,4,5,3,2,3,2,2,2,5,2,2,5,2,1,6,4,1,2,2,2,2,1,2,2,1,.,3,.,6,__NA__,1,1,5,1,2024-03-21 18:44:35.714000,2024-03-21 19:01:14.098000,2,1.240933423373969
.,.,1,1,.,.,2,1,.,.,2,1,.,.,1,1,.,.,1,1,.,.,2,1,.,.,2,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,1,.,.,2,1,.,.,1,2,.,.,2,2,3,2,1,3,1,3,1,3,1,1,2,2,4,2,6,2,3,3,3,3,3,2,31.0,80.0,5,1,1,1,1,5,__NA__,1,1,1,1,1,1,1,1962.0,840,61.0,3,6,4,2,4,6,4,2,4,2,3,5,3,2,2,3,4,1,18,2,1,2,2,2,1,2,2,2,1,.,3,.,1,__NA__,1,1,5,1,2024-03-21 18:48:54.426000,2024-03-21 19:01:22.168000,2,0.5052408889905565
